sku_id,nome_produto,categoria,subcategoria,fornecedor_id,lead_time_reposicao,custo_unitario,preco_venda_sugerido,estoque_fisico,estoque_reservado,estoque_disponivel,ponto_pedido,data_ultima_entrada,status_disponibilidade,shelf_life_dias,volume_m3,capital_imobilizado_custo,capital_potencial_venda,spread_markup_sugerido,em_risco_ruptura,is_descontinuado
SKU-04296,Creme Hidratante Premium Preto,Beleza,Creme Hidratante,FORN-040,13,398.98,1150.93,171,27,144,11,2025-05-13,Em Estoque,457,0.3355,57453.12,165733.92,2.88,False,False
SKU-04297,Óleo Corporal Edição Limitada Nude,Beleza,Óleo Corporal,FORN-060,12,157.01,358.84,449,17,432,51,2023-05-01,Descontinuado,263,0.3776,67828.32,155018.88,2.29,False,True
SKU-04298,Vestido Artesanal Preto,Moda,Vestido,FORN-038,5,258.99,562.45,494,69,425,53,2023-02-05,Em Estoque,448,0.23,110070.75,239041.25,2.17,False,False
SKU-04299,Vela Aromática Artesanal Rosa,Lifestyle,Vela Aromática,FORN-029,53,86.14,141.19,473,35,438,86,2023-11-20,Em Estoque,448,0.1804,37729.32,61841.22,1.64,False,False
SKU-04300,Perfume Sustentável Azul,Beleza,Perfume,FORN-037,6,274.38,544.13,228,19,209,63,2023-12-23,Em Estoque,502,0.247,57345.42,113723.17,1.98,False,False
SKU-04301,Batom Sport Branco,Beleza,Batom,FORN-065,12,197.21,497.88,263,75,188,102,2023-12-28,Em Estoque,552,0.454,37075.48,93601.44,2.52,False,False
SKU-04302,Regata Oversize Azul,Moda,Regata,FORN-041,10,261.45,677.0,676,26,650,84,2023-07-02,Em Estoque,448,0.2743,169942.5,440050.0,2.59,False,False
SKU-04303,Shorts Moderno Preto,Moda,Shorts,FORN-070,54,232.19,521.73,33,4,29,40,2024-05-24,Estoque Crítico,448,0.0779,6733.51,15130.17,2.25,True,False
SKU-04304,Vela Aromática Artesanal Vermelho,Lifestyle,Vela Aromática,FORN-075,51,114.32,273.8,358,62,296,22,2023-06-12,Em Estoque,448,0.2651,33838.72,81044.8,2.4,False,False
SKU-04305,Moletom Moderno Nude,Moda,Moletom,FORN-044,13,129.55,263.57,6,0,6,109,2024-04-16,Estoque Crítico,448,0.0239,777.3,1581.42,2.03,True,False
SKU-04306,Colar Sustentável Vermelho,Acessórios,Colar,FORN-093,13,356.9,918.38,181,25,156,150,2023-06-02,Em Estoque,448,0.4122,55676.4,143267.28,2.57,False,False
SKU-04307,Shorts Premium Bege,Moda,Shorts,FORN-059,10,157.86,412.83,682,45,637,96,2023-04-21,Em Estoque,448,0.2883,100556.82,262972.71,2.62,False,False
SKU-04308,Protetor Solar Slim Preto,Beleza,Protetor Solar,FORN-020,48,66.82,135.65,152,36,116,143,2023-11-21,Estoque Crítico,474,0.1951,7751.12,15735.4,2.03,True,False
SKU-04309,Protetor Solar Slim Nude,Beleza,Protetor Solar,FORN-028,5,255.69,577.17,223,25,198,89,2025-02-14,Em Estoque,235,0.1875,50626.62,114279.66,2.26,False,False
SKU-04310,Saia Moderno Nude,Moda,Saia,FORN-006,53,156.34,409.64,196,11,185,66,2023-02-20,Em Estoque,448,0.4945,28922.9,75783.4,2.62,False,False
SKU-04311,Legging Clássico Branco,Moda,Legging,FORN-092,46,231.02,413.08,900,241,659,58,2025-09-01,Em Estoque,448,0.4736,152242.18,272219.72,1.79,False,False
SKU-04312,Planta Artificial Artesanal Prata,Lifestyle,Planta Artificial,FORN-013,14,282.7,701.99,472,115,357,12,2025-07-28,Em Estoque,448,0.2155,100923.9,250610.43,2.48,False,False
SKU-04313,Almofada Moderno Azul,Lifestyle,Almofada,FORN-012,11,141.77,362.34,109,14,95,146,2023-11-06,Estoque Crítico,448,0.2457,13468.15,34422.3,2.56,True,False
SKU-04314,Espelho de Mesa Sport Preto,Lifestyle,Espelho de Mesa,FORN-014,9,40.7,84.97,305,29,276,81,2024-10-17,Em Estoque,448,0.1333,11233.2,23451.72,2.09,False,False
SKU-04315,Planta Artificial Slim Azul,Lifestyle,Planta Artificial,FORN-076,55,330.01,980.72,91,11,80,142,2023-02-27,Estoque Crítico,448,0.457,26400.8,78457.6,2.97,True,False
SKU-04316,Relógio de Parede Oversize Prata,Lifestyle,Relógio de Parede,FORN-037,14,177.02,528.32,18,1,17,56,2023-01-06,Estoque Crítico,448,0.0064,3009.34,8981.44,2.98,True,False
SKU-04317,Chapéu Clássico Vermelho,Acessórios,Chapéu,FORN-085,57,43.01,76.42,117,32,85,100,2024-12-12,Estoque Crítico,448,0.1824,3655.85,6495.7,1.78,True,False
SKU-04318,Calça Jeans Urban Prata,Moda,Calça Jeans,FORN-012,12,342.36,1054.48,93,12,81,117,2023-05-10,Estoque Crítico,448,0.1141,27731.16,85412.88,3.08,True,False
SKU-04319,Condicionador Sport Preto,Beleza,Condicionador,FORN-033,47,52.99,127.28,27,2,25,110,2024-10-04,Estoque Crítico,509,0.3285,1324.75,3182.0,2.4,True,False
SKU-04320,Perfume Artesanal Verde,Beleza,Perfume,FORN-052,53,73.07,134.46,173,47,126,64,2023-08-16,Em Estoque,186,0.182,9206.82,16941.96,1.84,False,False
SKU-04321,Vestido Oversize Vermelho,Moda,Vestido,FORN-045,11,105.12,203.24,202,12,190,88,2025-09-20,Em Estoque,448,0.0312,19972.8,38615.6,1.93,False,False
SKU-04322,Vela Aromática Premium Bege,Lifestyle,Vela Aromática,FORN-033,50,28.43,81.43,411,16,395,125,2024-07-26,Descontinuado,448,0.4808,11229.85,32164.85,2.86,False,True
SKU-04323,Óculos de Sol Oversize Nude,Acessórios,Óculos de Sol,FORN-048,12,226.74,470.11,56,3,53,43,2025-09-10,Em Estoque,448,0.0881,12017.22,24915.83,2.07,False,False
SKU-04324,Sombra Clássico Dourado,Beleza,Sombra,FORN-033,49,49.56,135.58,131,3,128,83,2024-09-24,Em Estoque,268,0.1021,6343.68,17354.24,2.74,False,False
SKU-04325,Batom Básico Vermelho,Beleza,Batom,FORN-068,9,308.59,823.74,257,72,185,29,2025-03-13,Em Estoque,723,0.3442,57089.15,152391.9,2.67,False,False
SKU-04326,Camisa Social Slim Branco,Moda,Camisa Social,FORN-040,10,265.22,759.36,3,0,3,64,2023-01-20,Estoque Crítico,448,0.4612,795.66,2278.08,2.86,True,False
SKU-04327,Protetor Solar Luxo Prata,Beleza,Protetor Solar,FORN-021,53,339.64,1038.17,279,46,233,49,2024-01-10,Em Estoque,416,0.1396,79136.12,241893.61,3.06,False,False
SKU-04328,Mochila Moderno Rosa,Acessórios,Mochila,FORN-050,53,202.76,509.1,435,86,349,41,2023-02-03,Descontinuado,448,0.4745,70763.24,177675.9,2.51,False,True
SKU-04329,Máscara de Cílios Sport Branco,Beleza,Máscara de Cílios,FORN-081,47,153.43,430.97,181,34,147,146,2023-03-07,Em Estoque,719,0.2065,22554.21,63352.59,2.81,False,False
SKU-04330,Top Exclusivo Bege,Moda,Top,FORN-030,7,110.12,241.64,999,168,831,52,2023-06-24,Em Estoque,448,0.3415,91509.72,200802.84,2.19,False,False
SKU-04331,Saia Premium Azul,Moda,Saia,FORN-011,12,172.81,458.73,57,2,55,64,2023-05-16,Estoque Crítico,448,0.0279,9504.55,25230.15,2.65,True,False
SKU-04332,Sérum Facial Exclusivo Branco,Beleza,Sérum Facial,FORN-038,6,125.41,391.01,224,45,179,122,2024-12-11,Em Estoque,563,0.4318,22448.39,69990.79,3.12,False,False
SKU-04333,Saia Delicado Azul,Moda,Saia,FORN-097,15,93.64,159.89,346,33,313,139,2024-07-12,Em Estoque,448,0.0461,29309.32,50045.57,1.71,False,False
SKU-04334,Espelho de Mesa Básico Vermelho,Lifestyle,Espelho de Mesa,FORN-051,10,147.59,395.03,47,12,35,122,2023-09-13,Estoque Crítico,448,0.126,5165.65,13826.05,2.68,True,False
SKU-04335,Jaqueta Edição Limitada Preto,Moda,Jaqueta,FORN-015,60,349.94,730.12,495,40,455,54,2025-03-20,Em Estoque,448,0.3977,159222.7,332204.6,2.09,False,False
SKU-04336,Caderno Moderno Branco,Lifestyle,Caderno,FORN-073,57,288.35,607.79,196,18,178,84,2023-09-22,Descontinuado,448,0.1674,51326.3,108186.62,2.11,False,True
SKU-04337,Bolsa de Couro Exclusivo Verde,Acessórios,Bolsa de Couro,FORN-093,8,216.74,627.02,6,1,5,50,2023-08-25,Estoque Crítico,448,0.3083,1083.7,3135.1,2.89,True,False
SKU-04338,Espelho de Mesa Artesanal Preto,Lifestyle,Espelho de Mesa,FORN-081,59,244.59,701.91,218,42,176,30,2023-02-04,Em Estoque,448,0.2503,43047.84,123536.16,2.87,False,False
SKU-04339,Cinto Exclusivo Dourado,Acessórios,Cinto,FORN-067,47,146.73,448.0,355,74,281,40,2024-08-03,Em Estoque,448,0.161,41231.13,125888.0,3.05,False,False
SKU-04340,Esfoliante Artesanal Prata,Beleza,Esfoliante,FORN-056,11,207.06,606.32,273,42,231,40,2025-07-18,Em Estoque,386,0.4827,47830.86,140059.92,2.93,False,False
SKU-04341,Brinco Clássico Prata,Acessórios,Brinco,FORN-047,12,252.55,730.7,33,5,28,83,2025-02-22,Estoque Crítico,448,0.1845,7071.4,20459.6,2.89,True,False
SKU-04342,Regata Delicado Nude,Moda,Regata,FORN-072,10,53.99,133.31,789,173,616,135,2025-08-07,Em Estoque,448,0.4942,33257.84,82118.96,2.47,False,False
SKU-04343,Óleo Corporal Básico Rosa,Beleza,Óleo Corporal,FORN-079,11,348.46,809.99,234,12,222,107,2025-06-10,Descontinuado,376,0.0478,77358.12,179817.78,2.32,False,True
SKU-04344,Garrafa Térmica Delicado Rosa,Lifestyle,Garrafa Térmica,FORN-024,57,232.87,601.0,398,85,313,107,2025-10-12,Em Estoque,448,0.4829,72888.31,188113.0,2.58,False,False
SKU-04345,Relógio de Parede Urban Nude,Lifestyle,Relógio de Parede,FORN-046,59,28.32,50.13,280,37,243,98,2023-11-05,Em Estoque,448,0.1362,6881.76,12181.59,1.77,False,False
SKU-04346,Sérum Facial Clássico Azul,Beleza,Sérum Facial,FORN-067,59,327.25,804.27,346,24,322,21,2023-09-04,Em Estoque,581,0.4738,105374.5,258974.94,2.46,False,False
SKU-04347,Camiseta Artesanal Vermelho,Moda,Camiseta,FORN-090,7,300.24,683.34,576,38,538,99,2025-12-12,Em Estoque,448,0.2135,161529.12,367636.92,2.28,False,False
SKU-04348,Camiseta Sport Nude,Moda,Camiseta,FORN-071,10,95.73,262.79,132,8,124,20,2024-07-15,Em Estoque,448,0.1378,11870.52,32585.96,2.75,False,False
SKU-04349,Sérum Facial Oversize Nude,Beleza,Sérum Facial,FORN-064,8,386.03,766.2,165,42,123,71,2024-05-12,Em Estoque,242,0.4741,47481.69,94242.6,1.98,False,False
SKU-04350,Planta Artificial Moderno Preto,Lifestyle,Planta Artificial,FORN-092,57,233.08,424.67,133,33,100,41,2024-01-09,Em Estoque,448,0.3449,23308.0,42467.0,1.82,False,False
SKU-04351,Kit Skincare Slim Bege,Beleza,Kit Skincare,FORN-058,47,365.84,1133.79,219,27,192,125,2025-10-17,Descontinuado,455,0.3778,70241.28,217687.68,3.1,False,True
SKU-04352,Sérum Facial Clássico Prata,Beleza,Sérum Facial,FORN-069,13,289.96,922.81,296,56,240,134,2023-09-15,Em Estoque,250,0.1587,69590.4,221474.4,3.18,False,False
SKU-04353,Legging Slim Bege,Moda,Legging,FORN-035,9,114.51,191.36,129,13,116,46,2023-01-07,Em Estoque,448,0.2364,13283.16,22197.76,1.67,False,False
SKU-04354,Bolsa de Couro Premium Nude,Acessórios,Bolsa de Couro,FORN-024,55,332.72,887.18,134,9,125,137,2023-10-17,Estoque Crítico,448,0.1084,41590.0,110897.5,2.67,True,False
SKU-04355,Planta Artificial Luxo Branco,Lifestyle,Planta Artificial,FORN-070,46,110.13,225.29,15,3,12,36,2024-09-26,Estoque Crítico,448,0.2758,1321.56,2703.48,2.05,True,False
SKU-04356,Camiseta Oversize Rosa,Moda,Camiseta,FORN-045,5,320.14,917.22,135,40,95,101,2025-10-18,Estoque Crítico,448,0.4048,30413.3,87135.9,2.87,True,False
SKU-04357,Óleo Corporal Exclusivo Branco,Beleza,Óleo Corporal,FORN-077,60,126.45,313.93,359,101,258,86,2024-11-15,Em Estoque,354,0.0958,32624.1,80993.94,2.48,False,False
SKU-04358,Luminária Slim Bege,Lifestyle,Luminária,FORN-043,5,135.05,276.29,236,11,225,134,2024-03-13,Em Estoque,448,0.4093,30386.25,62165.25,2.05,False,False
SKU-04359,Condicionador Slim Preto,Beleza,Condicionador,FORN-053,11,321.59,983.96,138,22,116,16,2023-02-14,Em Estoque,282,0.0793,37304.44,114139.36,3.06,False,False
SKU-04360,Sombra Luxo Branco,Beleza,Sombra,FORN-071,6,58.47,131.86,233,50,183,55,2025-02-01,Em Estoque,589,0.3056,10700.01,24130.38,2.26,False,False
SKU-04361,Óculos de Sol Edição Limitada Bege,Acessórios,Óculos de Sol,FORN-012,11,233.18,548.06,374,2,372,50,2023-07-07,Em Estoque,448,0.1567,86742.96,203878.32,2.35,False,False
SKU-04362,Espelho de Mesa Clássico Rosa,Lifestyle,Espelho de Mesa,FORN-033,51,89.16,193.63,462,76,386,11,2025-06-26,Em Estoque,448,0.266,34415.76,74741.18,2.17,False,False
SKU-04363,Máscara de Cílios Artesanal Vermelho,Beleza,Máscara de Cílios,FORN-096,6,289.03,689.77,392,35,357,127,2023-08-22,Em Estoque,717,0.4309,103183.71,246247.89,2.39,False,False
SKU-04364,Sérum Facial Edição Limitada Preto,Beleza,Sérum Facial,FORN-040,9,167.94,273.36,226,36,190,83,2025-06-16,Em Estoque,258,0.3338,31908.6,51938.4,1.63,False,False
SKU-04365,Garrafa Térmica Slim Bege,Lifestyle,Garrafa Térmica,FORN-081,47,116.61,364.24,50,8,42,16,2024-11-18,Em Estoque,448,0.4319,4897.62,15298.08,3.12,False,False
SKU-04366,Cinto Edição Limitada Rosa,Acessórios,Cinto,FORN-077,49,333.84,539.48,29,3,26,142,2023-10-10,Estoque Crítico,448,0.0873,8679.84,14026.48,1.62,True,False
SKU-04367,Legging Moderno Rosa,Moda,Legging,FORN-019,9,206.0,466.74,304,72,232,44,2023-03-11,Em Estoque,448,0.3994,47792.0,108283.68,2.27,False,False
SKU-04368,Luminária Sport Rosa,Lifestyle,Luminária,FORN-007,5,126.47,303.73,486,92,394,51,2024-02-09,Em Estoque,448,0.1411,49829.18,119669.62,2.4,False,False
SKU-04369,Caderno Edição Limitada Rosa,Lifestyle,Caderno,FORN-053,11,102.92,243.89,416,64,352,20,2023-03-24,Em Estoque,448,0.1934,36227.84,85849.28,2.37,False,False
SKU-04370,Saia Oversize Nude,Moda,Saia,FORN-079,12,255.45,652.98,323,58,265,101,2024-05-13,Em Estoque,448,0.2485,67694.25,173039.7,2.56,False,False
SKU-04371,Blush Delicado Rosa,Beleza,Blush,FORN-074,47,103.5,281.95,52,12,40,81,2023-04-06,Estoque Crítico,325,0.0815,4140.0,11278.0,2.72,True,False
SKU-04372,Sombra Slim Verde,Beleza,Sombra,FORN-026,49,351.45,721.85,0,0,0,44,2023-05-13,Ruptura,196,0.1427,0.0,0.0,2.05,True,False
SKU-04373,Óleo Corporal Artesanal Preto,Beleza,Óleo Corporal,FORN-007,10,340.26,598.99,316,71,245,59,2024-06-03,Em Estoque,589,0.291,83363.7,146752.55,1.76,False,False
SKU-04374,Top Básico Prata,Moda,Top,FORN-030,12,176.84,340.81,468,8,460,19,2024-08-18,Em Estoque,448,0.1285,81346.4,156772.6,1.93,False,False
SKU-04375,Camiseta Sustentável Verde,Moda,Camiseta,FORN-005,55,42.39,131.12,216,34,182,105,2023-04-14,Em Estoque,448,0.0196,7714.98,23863.84,3.09,False,False
SKU-04376,Espelho de Mesa Slim Bege,Lifestyle,Espelho de Mesa,FORN-094,49,281.6,470.2,346,71,275,95,2025-06-01,Em Estoque,448,0.4953,77440.0,129305.0,1.67,False,False
SKU-04377,Legging Luxo Branco,Moda,Legging,FORN-047,10,365.96,794.45,628,94,534,54,2024-02-20,Em Estoque,448,0.0565,195422.64,424236.3,2.17,False,False
SKU-04378,Óleo Corporal Delicado Azul,Beleza,Óleo Corporal,FORN-049,5,64.87,112.75,330,60,270,10,2023-03-18,Descontinuado,434,0.0764,17514.9,30442.5,1.74,False,True
SKU-04379,Perfume Moderno Vermelho,Beleza,Perfume,FORN-010,54,121.66,355.54,362,79,283,41,2024-10-05,Em Estoque,526,0.0376,34429.78,100617.82,2.92,False,False
SKU-04380,Planta Artificial Básico Branco,Lifestyle,Planta Artificial,FORN-013,9,361.05,813.62,255,22,233,107,2023-02-16,Em Estoque,448,0.0082,84124.65,189573.46,2.25,False,False
SKU-04381,Jaqueta Exclusivo Rosa,Moda,Jaqueta,FORN-045,5,348.63,760.03,642,101,541,128,2023-02-07,Em Estoque,448,0.0768,188608.83,411176.23,2.18,False,False
SKU-04382,Calça Jeans Sport Bege,Moda,Calça Jeans,FORN-040,8,116.96,311.84,388,16,372,38,2023-12-26,Em Estoque,448,0.09,43509.12,116004.48,2.67,False,False
SKU-04383,Camisa Social Slim Rosa,Moda,Camisa Social,FORN-002,11,20.84,61.34,298,14,284,43,2023-06-23,Em Estoque,448,0.1383,5918.56,17420.56,2.94,False,False
SKU-04384,Creme Hidratante Sustentável Verde,Beleza,Creme Hidratante,FORN-029,51,181.75,308.73,245,37,208,142,2023-04-28,Em Estoque,396,0.4804,37804.0,64215.84,1.7,False,False
SKU-04385,Moletom Artesanal Rosa,Moda,Moletom,FORN-009,12,153.05,367.67,1079,179,900,108,2024-09-05,Em Estoque,448,0.1646,137745.0,330903.0,2.4,False,False
SKU-04386,Protetor Solar Exclusivo Vermelho,Beleza,Protetor Solar,FORN-072,11,53.52,102.65,348,43,305,143,2024-10-01,Em Estoque,184,0.2402,16323.6,31308.25,1.92,False,False
SKU-04387,Legging Sport Nude,Moda,Legging,FORN-008,60,348.98,874.19,699,80,619,108,2023-07-14,Em Estoque,448,0.0977,216018.62,541123.61,2.5,False,False
SKU-04388,Pulseira Delicado Nude,Acessórios,Pulseira,FORN-095,11,304.47,823.21,203,15,188,62,2025-10-15,Em Estoque,448,0.2452,57240.36,154763.48,2.7,False,False
SKU-04389,Calça Jeans Clássico Branco,Moda,Calça Jeans,FORN-037,8,342.13,743.7,1032,116,916,76,2023-08-06,Em Estoque,448,0.3729,313391.08,681229.2,2.17,False,False
SKU-04390,Regata Exclusivo Branco,Moda,Regata,FORN-099,10,356.04,779.27,639,97,542,13,2024-01-06,Em Estoque,448,0.2329,192973.68,422364.34,2.19,False,False
SKU-04391,Saia Premium Vermelho,Moda,Saia,FORN-036,13,49.89,98.96,511,40,471,49,2024-12-10,Em Estoque,448,0.1167,23498.19,46610.16,1.98,False,False
SKU-04392,Camiseta Edição Limitada Prata,Moda,Camiseta,FORN-067,54,101.81,259.32,604,170,434,109,2023-07-23,Em Estoque,448,0.2117,44185.54,112544.88,2.55,False,False
SKU-04393,Máscara de Cílios Moderno Nude,Beleza,Máscara de Cílios,FORN-015,49,242.4,570.22,357,95,262,138,2025-11-16,Em Estoque,548,0.2104,63508.8,149397.64,2.35,False,False
SKU-04394,Vela Aromática Luxo Azul,Lifestyle,Vela Aromática,FORN-085,48,266.63,784.48,277,52,225,139,2024-06-19,Em Estoque,448,0.2991,59991.75,176508.0,2.94,False,False
SKU-04395,Creme Hidratante Exclusivo Branco,Beleza,Creme Hidratante,FORN-081,50,250.32,565.62,0,0,0,143,2023-08-16,Ruptura,535,0.3025,0.0,0.0,2.26,True,False
SKU-04396,Carteira Artesanal Nude,Acessórios,Carteira,FORN-034,48,334.85,657.54,152,19,133,124,2024-03-19,Em Estoque,448,0.2716,44535.05,87452.82,1.96,False,False
SKU-04397,Colar Premium Branco,Acessórios,Colar,FORN-033,59,316.16,506.83,90,6,84,32,2025-10-26,Em Estoque,448,0.2364,26557.44,42573.72,1.6,False,False
SKU-04398,Regata Luxo Prata,Moda,Regata,FORN-018,53,281.29,861.93,174,7,167,139,2023-05-12,Em Estoque,448,0.4676,46975.43,143942.31,3.06,False,False
SKU-04399,Lenço Luxo Nude,Acessórios,Lenço,FORN-073,56,64.04,113.65,423,86,337,132,2024-11-10,Em Estoque,448,0.4649,21581.48,38300.05,1.77,False,False
SKU-04400,Meias Sport Azul,Acessórios,Meias,FORN-051,10,67.17,161.61,401,99,302,130,2023-05-15,Descontinuado,448,0.0829,20285.34,48806.22,2.41,False,True
SKU-04401,Carteira Urban Bege,Acessórios,Carteira,FORN-047,5,163.18,394.13,56,4,52,11,2023-06-17,Em Estoque,448,0.1209,8485.36,20494.76,2.42,False,False
SKU-04402,Espelho de Mesa Urban Dourado,Lifestyle,Espelho de Mesa,FORN-080,15,145.8,378.48,439,110,329,56,2025-05-12,Em Estoque,448,0.0166,47968.2,124519.92,2.6,False,False
SKU-04403,Kit Skincare Sustentável Bege,Beleza,Kit Skincare,FORN-030,10,246.23,705.24,290,85,205,141,2025-06-25,Em Estoque,340,0.4247,50477.15,144574.2,2.86,False,False
SKU-04404,Kit Skincare Sustentável Dourado,Beleza,Kit Skincare,FORN-005,50,158.69,402.51,282,36,246,100,2025-06-11,Em Estoque,218,0.1614,39037.74,99017.46,2.54,False,False
SKU-04405,Planta Artificial Sport Dourado,Lifestyle,Planta Artificial,FORN-023,14,62.04,158.86,336,88,248,112,2024-04-08,Em Estoque,448,0.3384,15385.92,39397.28,2.56,False,False
SKU-04406,Kit Chá Premium Vermelho,Lifestyle,Kit Chá,FORN-096,8,75.53,127.03,320,9,311,122,2023-10-28,Em Estoque,448,0.4832,23489.83,39506.33,1.68,False,False
SKU-04407,Blush Delicado Vermelho,Beleza,Blush,FORN-025,7,246.26,541.45,425,30,395,110,2024-03-03,Em Estoque,613,0.318,97272.7,213872.75,2.2,False,False
SKU-04408,Almofada Delicado Prata,Lifestyle,Almofada,FORN-095,11,97.95,201.02,251,6,245,70,2025-01-07,Em Estoque,448,0.1224,23997.75,49249.9,2.05,False,False
SKU-04409,Mochila Urban Preto,Acessórios,Mochila,FORN-017,57,258.05,600.74,59,14,45,95,2025-05-01,Estoque Crítico,448,0.1675,11612.25,27033.3,2.33,True,False
SKU-04410,Carteira Exclusivo Prata,Acessórios,Carteira,FORN-053,10,227.55,430.52,259,65,194,130,2024-12-04,Em Estoque,448,0.2316,44144.7,83520.88,1.89,False,False
SKU-04411,Bolsa de Couro Premium Azul,Acessórios,Bolsa de Couro,FORN-038,6,20.02,44.0,287,71,216,54,2025-08-01,Em Estoque,448,0.1871,4324.32,9504.0,2.2,False,False
SKU-04412,Kit Skincare Artesanal Rosa,Beleza,Kit Skincare,FORN-086,14,189.06,404.95,432,5,427,132,2023-07-09,Em Estoque,444,0.0261,80728.62,172913.65,2.14,False,False
SKU-04413,Pochete Urban Branco,Acessórios,Pochete,FORN-082,50,278.61,547.74,147,26,121,37,2023-06-28,Em Estoque,448,0.3133,33711.81,66276.54,1.97,False,False
SKU-04414,Shorts Urban Preto,Moda,Shorts,FORN-018,59,232.85,625.74,770,141,629,26,2023-04-01,Em Estoque,448,0.4872,146462.65,393590.46,2.69,False,False
SKU-04415,Chapéu Oversize Azul,Acessórios,Chapéu,FORN-015,47,312.0,817.51,165,40,125,41,2024-03-05,Em Estoque,448,0.49,39000.0,102188.75,2.62,False,False
SKU-04416,Blusa de Tricô Delicado Preto,Moda,Blusa de Tricô,FORN-071,14,180.6,487.57,491,55,436,134,2024-07-26,Em Estoque,448,0.329,78741.6,212580.52,2.7,False,False
SKU-04417,Sérum Facial Edição Limitada Preto,Beleza,Sérum Facial,FORN-055,46,373.23,1025.28,0,0,0,84,2023-06-04,Ruptura,414,0.0898,0.0,0.0,2.75,True,False
SKU-04418,Vela Aromática Luxo Branco,Lifestyle,Vela Aromática,FORN-085,54,295.55,492.13,317,2,315,79,2023-09-19,Em Estoque,448,0.4088,93098.25,155020.95,1.67,False,False
SKU-04419,Calça Jeans Sustentável Azul,Moda,Calça Jeans,FORN-095,7,348.4,798.95,359,45,314,50,2023-05-21,Em Estoque,448,0.0343,109397.6,250870.3,2.29,False,False
SKU-04420,Carteira Slim Prata,Acessórios,Carteira,FORN-014,7,177.63,440.28,68,12,56,104,2025-12-08,Estoque Crítico,448,0.1646,9947.28,24655.68,2.48,True,False
SKU-04421,Blush Moderno Prata,Beleza,Blush,FORN-027,15,381.17,859.91,256,69,187,92,2024-01-23,Em Estoque,454,0.1632,71278.79,160803.17,2.26,False,False
SKU-04422,Esfoliante Luxo Rosa,Beleza,Esfoliante,FORN-057,5,385.11,1141.2,449,20,429,105,2024-10-22,Em Estoque,518,0.283,165212.19,489574.8,2.96,False,False
SKU-04423,Top Moderno Nude,Moda,Top,FORN-096,9,350.81,1020.84,663,155,508,75,2025-04-01,Em Estoque,448,0.3477,178211.48,518586.72,2.91,False,False
SKU-04424,Saia Luxo Prata,Moda,Saia,FORN-034,53,246.51,678.2,752,207,545,69,2023-08-27,Em Estoque,448,0.0581,134347.95,369619.0,2.75,False,False
SKU-04425,Colar Urban Vermelho,Acessórios,Colar,FORN-043,15,32.01,102.37,476,38,438,118,2023-02-03,Em Estoque,448,0.2228,14020.38,44838.06,3.2,False,False
SKU-04426,Difusor Premium Prata,Lifestyle,Difusor,FORN-010,48,284.13,798.16,242,67,175,24,2023-02-02,Em Estoque,448,0.0026,49722.75,139678.0,2.81,False,False
SKU-04427,Almofada Slim Rosa,Lifestyle,Almofada,FORN-033,55,345.74,680.58,431,34,397,99,2024-08-05,Em Estoque,448,0.4139,137258.78,270190.26,1.97,False,False
SKU-04428,Espelho de Mesa Urban Verde,Lifestyle,Espelho de Mesa,FORN-010,47,22.88,46.58,371,87,284,43,2024-06-25,Em Estoque,448,0.468,6497.92,13228.72,2.04,False,False
SKU-04429,Blusa de Tricô Oversize Branco,Moda,Blusa de Tricô,FORN-039,11,85.6,257.2,11,0,11,146,2025-09-24,Estoque Crítico,448,0.261,941.6,2829.2,3.0,True,False
SKU-04430,Pochete Urban Vermelho,Acessórios,Pochete,FORN-039,6,137.15,319.91,227,21,206,50,2023-09-12,Em Estoque,448,0.4758,28252.9,65901.46,2.33,False,False
SKU-04431,Relógio de Parede Moderno Branco,Lifestyle,Relógio de Parede,FORN-097,9,234.2,507.75,274,71,203,28,2025-01-24,Em Estoque,448,0.1012,47542.6,103073.25,2.17,False,False
SKU-04432,Sombra Luxo Branco,Beleza,Sombra,FORN-076,46,110.0,344.51,231,31,200,32,2023-01-26,Em Estoque,377,0.3915,22000.0,68902.0,3.13,False,False
SKU-04433,Brinco Luxo Nude,Acessórios,Brinco,FORN-029,51,145.48,359.35,58,11,47,27,2025-05-19,Em Estoque,448,0.3325,6837.56,16889.45,2.47,False,False
SKU-04434,Batom Luxo Dourado,Beleza,Batom,FORN-018,52,243.3,690.03,416,106,310,143,2025-02-04,Em Estoque,278,0.3785,75423.0,213909.3,2.84,False,False
SKU-04435,Vela Aromática Sustentável Vermelho,Lifestyle,Vela Aromática,FORN-099,15,32.21,85.87,392,73,319,103,2024-09-22,Em Estoque,448,0.3423,10274.99,27392.53,2.67,False,False
SKU-04436,Bolsa de Couro Slim Bege,Acessórios,Bolsa de Couro,FORN-048,8,283.07,864.58,208,37,171,114,2024-12-08,Em Estoque,448,0.1872,48404.97,147843.18,3.05,False,False
SKU-04437,Moletom Edição Limitada Preto,Moda,Moletom,FORN-063,5,86.89,227.2,219,63,156,42,2023-09-01,Em Estoque,448,0.0593,13554.84,35443.2,2.61,False,False
SKU-04438,Moletom Luxo Vermelho,Moda,Moletom,FORN-024,57,275.39,610.74,645,46,599,132,2023-05-06,Em Estoque,448,0.4347,164958.61,365833.26,2.22,False,False
